SensorID,NodeID,Latitude,Longitude,TransformedX,TransformedY,Distance
76001,492500452,40.40514,-111.604801,-1.4407041411659608E7,3959964.2746614213,165595.19793365308
212,492500452,40.765945,-111.936623,-1.4443869621597165E7,3990014.512530234,130379.21831054497
698,492500452,40.207528,-111.658528,-1.4411673759692416E7,3941986.721972557,169306.90510561195
214,492500452,40.764702,-111.928917,-1.444305129283175E7,3989951.638562743,131036.21795974097
89314,492500452,40.385912,-111.819264,-1.4429534257648315E7,3956933.3626685822,149087.16526178003
5010,1897559077,38.448327,-112.628714,-1.4504524856274275E7,3776643.0419708053,57476.25404377924
5013,1897559077,38.474916,-112.612684,-1.4502980399174858E7,3779180.727882615,59358.710415192414
99588,492500452,40.479423,-111.903009,-1.4438842571737865E7,3964754.2454089853,139044.61836473015
99587,492500452,40.486869,-111.896082,-1.4438151507997515E7,3965460.025752983,139364.40969743163
99586,492500452,40.490198,-111.892725,-1.4437815145967523E7,3965777.1432514344,139530.571714138
99585,492500452,40.49637,-111.891193,-1.4437685810910098E7,3966336.212526991,139461.20844890375
30277,352868238,38.988273,-110.244294,-1.4256357284128726E7,3840582.7114543417,162526.4987251389
30276,352868238,38.988308,-110.24426,-1.4256353887701895E7,3840586.104315063,162523.39126725364
221,492500452,40.717826,-111.901544,-1.443992470268788E7,3985960.874417544,133795.5449835329
147017,492500452,40.99668,-111.94571,-1.4446018982180411E7,4010386.720953603,130377.80132763233
23103960,492500452,41.483398,-112.052961,-1.445982227879992E7,4052582.0197278336,139654.49774936453
222,492500452,40.718146,-111.893463,-1.443907496659963E7,3986038.9365932285,134468.86321998457
224,492500452,40.71816,-111.887905,-1.4438489462809402E7,3986074.33334557,134934.44447170972
89309,492500452,40.35384,-111.733927,-1.4420377715265762E7,3954595.7456979826,157105.71303912083
